temperature,pressure,vibration,usage_hours,failure
79.96714153011233,26.60752634756389,5.522429371500228,405.82840973187797,1
73.61735698828815,28.472502684731737,5.4249853888035,683.5043059189384,1
81.47688538100692,27.013094694774285,3.595220231291763,823.8914781122241,0
90.23029856408026,30.5520902347306,5.869376332645608,1044.9006732774073,1
72.65846625276664,35.98589265730956,2.7648759866350727,1307.2486979820635,1
72.6586304305082,26.144789214293976,4.018723511359507,1208.2407830115294,1
90.79212815507391,35.00410248884207,2.0013682806532884,646.2025604657543,0
82.67434729152909,26.091639638265562,7.337939775444222,888.4863213503043,0
70.30525614065049,25.761863937515578,4.652675759082057,1022.91267661077,0
80.42560043585965,34.09297309171607,8.250326052224468,921.3378626660501,0
70.36582307187538,34.60968189003808,6.204424889779243,919.2114322395117,1
70.34270246429743,34.25704968381327,5.672147320026537,483.1770026037185,1
77.41962271566034,23.421012958909294,4.120658458578501,654.1797546581079,0
55.86719755342202,27.670245109639747,3.4304749464688697,879.118045258218,1
57.75082167486967,34.114942960016606,5.784457360845418,72.03229751645131,1
69.37712470759027,30.207709202819473,4.8927289860905265,1192.1932960029562,1
64.87168879665576,24.63153576901268,2.9910945267720486,588.1962700866791,1
78.14247332595274,32.29158969562721,2.724712375237522,1206.0514399795413,0
65.91975924478788,26.425963705042648,3.561944406284624,1179.674801341273,1
60.87696298664709,38.97262424196106,7.731450837899346,836.8920870662847,1
89.65648768921554,37.724207312091295,8.319916877016956,1300.1644977104613,1
72.74223699513465,33.020487131777834,5.307483720963365,1222.95920347748,1
75.67528204687923,36.80503352384887,5.223414194361933,907.3115587496078,0
60.75251813786544,30.323956750616905,4.495519442255718,873.4721154424905,0
69.55617275474818,33.82718747187508,3.5982719775357466,1329.169835699307,0
76.10922589709867,37.388601476510374,7.062768586410866,1069.6041518222992,0
63.490064225776976,31.227493408971565,7.810364590845704,1313.4091505104427,0
78.75698018345672,28.72406414242858,3.6598713712410715,283.30777769417887,1
68.99361310081196,21.476890209114423,4.875742432363098,1029.5455291058386,1
72.08306250206724,29.58433237139253,4.325200548934748,526.7772739091881,1
68.98293387770603,34.11711592281156,4.369641387702535,992.263447753971,0
93.52278184508938,34.72816713783815,6.778862383144793,1214.1460625037653,0
74.86502775262066,32.52182532859205,3.0320576819508176,1521.7420437247308,1
64.422890710441,27.2935045251888,5.699704536404459,718.5499814688442,0
83.22544912103189,20.115892155262046,6.092357160958798,842.2885584094051,1
62.791563500289776,27.523924509976325,4.786773239597271,971.3401278773388,1
77.08863595004756,28.478275644730243,6.339601740480159,707.6406695614328,0
55.403298761202244,28.43535516404993,5.2214777608061755,1293.567918636777,1
61.71813951101569,33.092781784889624,6.825694881734169,978.9716363903129,1
76.96861235869123,39.928382055074195,2.7166920426112187,1036.5871070128137,1
82.3846657999541,30.617646009205465,4.476837108489696,1186.0519380322476,0
76.7136828118997,28.916341054217693,4.892280285723448,978.4865450873772,0
73.8435171761176,28.703890934979537,0.9916889232929762,754.7382615472404,0
71.98896304410711,30.62192383453857,3.3710708996321976,981.0939285104599,1
60.214780096325725,25.858531198258007,3.7796011184618203,743.1455921459833,0
67.80155791605291,30.600992793730274,6.422308992235024,1032.3942667349459,1
70.39361229040213,32.254061681658996,3.9397349805280992,1299.081316240539,1
85.57122226218915,31.04843031787244,3.7728815190410345,647.5065123183005,0
78.43618289568461,32.28770967002391,6.226228670984288,540.2886995673723,0
57.36959844637266,32.168738046742675,2.5731340313149182,1014.7749807759022,1
78.24083969394795,21.14051658876778,1.893133898834642,769.6601149768283,0
71.14917719583684,33.18435079197702,4.45761154989598,1009.5235823235906,0
68.23077999694041,26.64492577168773,2.828439847882467,1096.1210561829103,1
81.11676288840867,24.52080418498021,2.8854810580105266,356.8941313214382,0
85.30999522495951,24.47774086072502,5.860150687531973,1206.9548282975627,1
84.31280119116198,32.16770805236265,6.313960756868869,649.0994491134253,0
66.60782476777362,28.887125363875736,6.183296323778188,993.295614830593,0
71.90787624148786,21.590156080072944,6.663164990460849,802.185299368471,1
78.31263431403563,32.390189075961416,6.8617014800222025,834.4128955647117,1
84.75545127122359,22.801959346005862,1.8071146867596037,1508.1873818853965,1
